AcceptedAnswerId,Answer
"54480657","<p>No, this is not ok. You should never add sensitive values to your GIT repository.<br>
Unfortunately, Heroku doesn't give any way to send secure/encrypted values when using heroku.yml files.<br>
So if this is something you need to do, you will not be able to use that feature.</p>
"
"54601890","<p>Short answer: Don't put secrets in configuration files.</p>

<p>If all your resources reside in Azure, use Managed Service Identities so that you don't need to bother with connection strings.</p>

<p>If not, use <a href=""https://docs.microsoft.com/en-us/azure/app-service/app-service-key-vault-references"" rel=""noreferrer"">ARM templates and key vault-linked parameters</a> to manage your Azure infrastructure. Azure Web Apps allow you to override configuration files with app settings/connection strings <em>within the web app</em>. So simply use key vault to manage that stuff, and tell the web app to pull the values from key vault.</p>
"
"54893051","<p>The <code>appsettings.json</code> file should never be used for secrets simply because it's committed to source control. That alone makes it a bad choice. However, there is also no capability to encrypt anything in <code>appsettings.json</code>. You could, I suppose, encrypt your secrets via some other means and merely place the ciphertext in <code>appsettings.json</code> manually after the fact, but then you would need some facility to decrypt the secret later, when then means exposing your means of encryption (i.e. your private key), which kind of defeats the entire point. Long and short, don't use <code>appsettings.json</code>.</p>

<p>Environment variables are a compromise solution. Since you manually set them on the server (not in your source control) and they can be made to only be accessible to certain users (restricted access), you get a modicum of security. However, they are also stored plaintext, which means if someone is able access the server to view them, all security is out the window. Environment variables can also be set as part of your CI\D pipeline in DevOps (formerly VSTS), so direct access to the server is not necessarily a prerequisite as long as the service account doing the deploy has the necessary access.</p>

<p>Azure Key Vault is the recommended approach because it's the only built-in config provider that supports encryption, meaning your secrets are encrypted at rest and pretty much secure end-to-end. However, there's nothing uniquely special about Azure Key Vault other than its ready availability. You can conceivably use any type of service that lets store secrets securely; you may just have to write your own config provider to target it.</p>
"
"55022429","<p>You have used the <em>dotenv</em> package, because it creates a file and saves it into your process, whereas <em>config.js</em> will not save in the process.</p>
<p>But why do I have to save in the process?</p>
<p>The first thing: credentials will never be pushed to <a href=""https://en.wikipedia.org/wiki/Git"" rel=""nofollow noreferrer"">Git</a> or any other version control system. If we don't push this file to Git, and if I clone it after some later time, the program will crash. But in this case, if I use the <em>Process.env</em> property, the program will not crash.</p>
<p>And second, if we have big team, we can also put extra security on the process file and but put extra security on the JavaScript file, because the developing team should have access to these file for editing and other stuff.</p>
<p>This is useful for more information:
<em><a href=""https://medium.com/@sherryhsu/managing-configurations-in-node-js-apps-with-dotenv-and-convict-d74070d37373"" rel=""nofollow noreferrer"">Managing Configurations in Node.js applications with dotenv and convict</a></em></p>
"
"55066667","<p>It's not clear in your question whether you're storing this sensitive data on Angular's side or Electron's side.
In any case, you're not supposed to store sensitive data such as API keys and whatnot inside Angular or any front-end framework, as all of these files are going to be visible by the browser once built.</p>

<p>What you need to do is make sure you store such files in your back-end (e.g. <code>.env</code> file), or in the case of ElectronJS, there's <a href=""https://electronjs.org/docs/api/environment-variables"" rel=""nofollow noreferrer"">this simple technique</a> explained by Electron's DOCs.</p>
"
"55083965","<p>While the question was specifically about management of env.yml files, the bigger underlying question is how to manage sensitive environment variables. The link in the comment from Alex is all I needed. Our solution is so AWS-oriented that the AWS Parameter Store is worth exploring.</p>

<p><a href=""https://serverless.com/blog/serverless-secrets-api-keys/"" rel=""nofollow noreferrer"">Alex DeBrie's article</a></p>

<p><a href=""https://hackernoon.com/you-should-use-ssm-parameter-store-over-lambda-env-variables-5197fc6ea45b"" rel=""nofollow noreferrer"">Yan Cui's article on referencing parameter store values at runtime</a></p>
"
"55115291","<p>Storing an API key in an app is problematic. You can obfuscate it or hide it in a computation, but if the secret is valuable enough, someone will extract it.</p>

<p>You are on a good track thinking about sending your key from a server. That keeps the key out of the app package itself. You must protect that communication, so TLS is a must, and you should go further and <a href=""https://www.owasp.org/index.php/Certificate_and_Public_Key_Pinning"" rel=""nofollow noreferrer"">pin the connection</a> to avoid man-in-the-middle attacks.</p>

<p>Rather than sending the key itself, I would send a time-limited token signed by your API key. You'll need to send different tokens over time, but the API key is never directly exposed on the app, and you can change the signing key without requiring an app field upgrade. If a token is stolen, at least it is only valid for a limited period of time.</p>

<p>You still need to make sure you don't send tokens to a tampered app or even a bot who has reverse engineered your protocol. You need to authenticate the installed app package/code as well as check for a safe run time environment (not running in a debugger, no frameworks like frida or xposed, etc.). You could add tamper-detection to your app, but since you're already sending tokens to your app, I think it is a better approach to set up a challenge-response protocol which will cryptographically attest the app. That way you and not the app makes the actual authenticity decision.</p>

<p>For additional background on user and app authenticity, check out a 3 part blog post, starting with <a href=""https://hackernoon.com/mobile-api-security-techniques-682a5da4fe10"" rel=""nofollow noreferrer"">Mobile API Security Techniques</a>, or if you prefer video, check out <a href=""https://hackernoon.com/a-tour-of-api-underprotection-2ad86fc5ce48"" rel=""nofollow noreferrer"">A Tour of Mobile API Underprotection</a>. You can also look at <a href=""https://approov.io"" rel=""nofollow noreferrer"">approov.io</a> for a commercial implementation of challenge-response attestation and JWT tokens.</p>
"
"55474534","<p>Heroku let you set some environment variables, more details <a href=""https://devcenter.heroku.com/articles/config-vars"" rel=""nofollow noreferrer"">here</a>, and you can get them with <code>process.env.MY_ENV_VAR</code>.<br>
This is a recommended way for building applications referring to the <a href=""https://12factor.net/"" rel=""nofollow noreferrer"">Twelve-Factor App</a>.  </p>
"
"55744715","<p>Secrets management <strong>should</strong> be done outside the app, preferably with help of third party products / API, as it could be cumbersome to create our very own robust secret management system.</p>

<p>One such popular &amp; robust product for secret management is <a href=""https://www.vaultproject.io/"" rel=""nofollow noreferrer"">HashiCorp Vault</a>. </p>

<p>Since you are already using Spring do refer to <a href=""https://spring.io/blog/2016/06/24/managing-secrets-with-vault"" rel=""nofollow noreferrer"">this excellent article</a> on how vault can be utilized for the secrets management.</p>
"
"55777154","<h1>Update</h1>

<p>If you want to deploy to Heroku, a better approach would be to use an environment variable.</p>

<p>Change:</p>

<pre><code>TOKEN = None

with open(""token.txt"") as f:
    TOKEN = f.read().strip()
</code></pre>

<p>to:</p>

<pre><code>import os

TOKEN = os.environ[""TOKEN""]
</code></pre>

<p>Then, use the command <code>heroku config:add TOKEN=…</code> to set the environment variable.</p>

<p>To run your bot locally, use:</p>

<pre><code>TOKEN=… python3 bot.py
</code></pre>

<p>I hope that helps!</p>

<hr>

<h1>Original answer</h1>

<p><code>.gitignore</code> cannot be used to ignore lines of code, only whole files.</p>

<p>However, you could read the token from a file, and put <em>that</em> in your <code>.gitignore</code>.</p>

<p>Here's how I'd do it:</p>

<ol>
<li><p>To be safe, first revoke your token by sending the <code>/revoke</code> command to <a href=""https://t.me/botfather"" rel=""noreferrer"">@BotFather on Telegram</a>.</p></li>
<li><p>Put <code>token.txt</code> in your <code>.gitignore</code> and commit.</p></li>
<li><p>Create a file <code>token.txt</code> next to your bot code and put your
new token in it.</p></li>
<li><p>After that, change the the line that says <code>TOKEN = …</code> to:</p>

<pre><code>TOKEN = None

with open(""token.txt"") as f:
    TOKEN = f.read().strip()
</code></pre>

<p>This will read the <code>token.txt</code> file you created earlier, and store
it in the <code>TOKEN</code> variable, so your token stays private.</p></li>
</ol>
"
"56337260","<p>revoke the current key and create a new one (for safety reasons)</p>

<p>you can remove it by filtering the branch you are working on by using
<code>git filter-branch</code> </p>

<p>you can find about it in details here</p>

<p><a href=""https://help.github.com/en/articles/removing-sensitive-data-from-a-repository"" rel=""nofollow noreferrer"">https://help.github.com/en/articles/removing-sensitive-data-from-a-repository</a></p>
"
"56370226","<p>There are lots of answers about <em>how</em> to remove sensitive commits, e.g., <a href=""https://stackoverflow.com/q/872565/1256452"">Remove sensitive files and their commits from Git history</a>.  Any good answer warns you that it's probably too late anyway, which is true.  Not too many go into details about <em>when and why</em> it is too late, but the answer is pretty straightforward: it's not not a lot of <em>use</em>.  The rest of this answer is about when and why it's too late, and why just deleting the commit with an interactive rebase is not sufficient.</p>

<p>The heart of the problem is that commits cannot be changed, and Git is wired to add <em>new</em> commits.  Removing old / dead commits (and other dead objects) happens as a side effect, with little control on your part.  When you do virtually anything—no matter what: <code>git commit --amend</code>, <code>git rebase -i</code>, <code>git reset --hard</code>, none of this matters—any <em>existing</em> commit remains in your database of commits, unchanged, undisturbed, and still available by its hash ID.  Nonetheless, it <em>is</em> possible to remove a commit for real.  It's just hard to do it in a controlled and correct manner.</p>

<h3>Representing and finding commits</h3>

<p>Each commit—in fact, each object<sup>1</sup> in Git's main database—is accessed by its hash ID.  The hash ID of the <em>last</em> commit in a branch is found in a second, smaller database.  Essentially, a branch name like <code>master</code> says: <em>the tip commit of <code>master</code> is <code>a123456...</code></em>, which provides the hash ID of the commit object so that you—or Git—can go back to the main database and say: <em>Get me object <code>a123456...</code></em>.</p>

<p>Every commit can list the hash ID(s) of some previous, or <em>parent</em>, commits.  That is, having obtained object <code>a123456...</code>, you can then fish around inside it for the parent hash IDs.  If the (single) parent hash ID of <code>a123456...</code> is <code>9876543...</code>, you then go back to the main database and say: *Get me object <code>9876543...</code> and you have the previous commit.  That's how you—and Git—can start from <em>end</em> of a branch and work backwards, one commit at a time:</p>

<pre><code>... &lt;-grandparent &lt;-parent &lt;-last-commit   &lt;--branchname
</code></pre>

<p>If we use single uppercase letters to stand in for hash IDs, and just <em>remember</em> that the arrows (from child to parent) always point backwards, we get something that's easier to draw when you have multiple branches:</p>

<pre><code>...--E--F--G   &lt;-- master
         \
          H  &lt;-- develop
</code></pre>

<p>But in all cases, whenever you do something to ""change"" your history—for instance, if we decide commit <code>G</code> is bad and must be replaced—you don't actually <em>change</em> anything.  Instead, Git in effect just moves the bad commit out of the way:</p>

<pre><code>          G
         /
...--E--F--I   &lt;-- master
         \
          H  &lt;-- develop
</code></pre>

<p>The main object database is <em>not</em> cleaned out immediately, and if you have <em>any</em> way to remember the hash ID of commit <code>G</code>, you can ask Git for <code>G</code> by that hash ID.  Git will present it to you, because <em>it's in the database!</em></p>

<p>This same description is true regardless of how you ""delete"" or ""change"" a commit: Git just ends up making copies of every <em>other</em> commit, so that the ""deleted"" or ""changed"" commit (here, <code>G</code> is to be deleted) is now on a different branch-line:</p>

<pre><code>...--o--F--G--H--J--...   &lt;-- branch
</code></pre>

<p>becomes:</p>

<pre><code>          G--H--J--...   [previous branch, now abandoned]
         /
...--o--F--H'-J'-...   &lt;-- branch
</code></pre>

<p>where <code>H'</code> is a copy of <code>H</code> adapted to come after <code>F</code> instead of <code>G</code>, <code>J'</code> is a copy of <code>J</code> adapted to come after <code>H'</code>, and so on.  Again, <code>G</code> isn't really <em>gone</em>, it's just shoved up out of the way, along with all of its descendants.  All of its descendants are replaced by slightly-altered copies, with new, different hash IDs.</p>

<hr>

<p><sup>1</sup>There are four types of objects.  <em>Commit</em>, <em>tree</em>, and <em>blob</em> objects work together to store files in commits, with <em>annotated tag</em> objects making the fourth type.  Each commit refers to one tree; that tree refers to additional sub-trees if needed, and to blobs to hold the files that go with that commit.</p>

<hr>

<h3>Removing commits</h3>

<p>So, when—and how and why—do commits eventually go away?  The answer is that Git has a maintenance command, <code>git gc</code>, whose job is to walk the entire main database of <em>every</em> object, while also walking the other database of all names by which one can <em>find</em> objects.  If there is <em>no</em> name by which we can find commit <code>G</code>, after an operation like the above, <code>git gc</code> will determine that this is the case, and—eventually—kick <code>G</code> out of the main database, using whatever the operating system's normal deletion functions are for deleting a file.<sup>2</sup></p>

<p>More formally, for <code>git gc</code> to delete an object from the main database, the object must be <em>unreachable</em>.  For a pretty through discussion of the notion of reachability, see <a href=""http://think-like-a-git.net/"" rel=""noreferrer"">Think Like (a) Git</a>.  Unfortunately for your particular use case, the set of names by which we can reach commits includes any commit in any <em>reflog</em>.</p>

<hr>

<p><sup>2</sup>Typically this is an <em>insecure</em> delete, so that if you have control of the underlying storage media, you can still get the data back that way, but now it's obviously that much harder.  In any case, now no one can just ask that Git repository for commit <code>G</code> by hash ID.  Beware of file systems that support snapshots, though: you can just wind back to a previous snapshot and recover the entire repository as it was at the time of the snapshot!</p>

<hr>

<h3>Finding commits part 2: the reflogs</h3>

<p>There is a reflog for every branch name, such as <code>master</code>, plus one for <code>HEAD</code>.  (There are probably additional reflogs, but these are the two important ones here.)  In the example above, commit <code>G</code> is no longer reachable from the name <code>master</code>, but there are still two reflog entries, <code>master@{1}</code> and <code>HEAD@{1}</code>, both of which server to find commit <code>G</code>.  So <code>git gc</code> will not delete commit G—not yet, anyway.</p>

<p>The reflog entries that do find <code>G</code> <em>will</em> be deleted, eventually.  In particular, <code>git reflog expire</code> automatically deletes sufficiently-old and therefore <em>expired</em> reflog entries.  How old is sufficiently old is something you can configure, but it defaults to either 30 or 90 days,<sup>3</sup> and in this case, to 30 days.</p>

<p>What <em>this</em> means is that by default, <code>G</code> will stick around until a <code>git gc</code> uses <code>git reflog</code> to delete the reflog entries, once they're sufficiently old—i.e., at least 30 days from now.  You can use <code>git reflog</code> (see <a href=""https://git-scm.com/docs/git-reflog"" rel=""noreferrer"">the documentation</a>) to delete or expire the entries for <code>G</code> sooner, if you want to speed that part up; or see cloning below.</p>

<p>Once the reflog entries are gone, so that <code>G</code> really is (globally) unreachable, <code>git gc</code> will remove it.  You can tell that this has happened because <code>git show <em>hash</em></code> and <code>git rev-parse <em>hash</em></code> will tell you that they have no idea what hash ID you are talking about.</p>

<p>Remember, too, that if your Git has contacted another Git, your Git may have given that other Git commit <code>G</code>.  In particular, when you run <code>git push</code>, you have your Git call up another Git and feed them commits.  If you've given <em>them</em> commit <code>G</code>, nothing you do in your own repository can take that back.  If you allow other users to <code>git fetch</code> from your repository, they may have taken a copy of <code>G</code>, and again, nothing you do in your own repository can take that back: you must convince <em>them</em> to discard the commit.</p>

<p>Reflogs are not copied by <code>git clone</code>, so another way to get rid of <code>G</code>, without waiting, is to clone your own repository.  What <code>git clone</code> does is to make a <em>new</em> repository, then fetch from the original repository.  The commits a fetch gets are those that are reachable from the names the source repository exposes.  So, rather than manually expiring some reflog entries and then running <code>git gc</code>, you can just clone your own repository.  There's a drawback here: you lose the safety net of all of your reflogs, and your own branch names become your new repository's <code>origin/*</code> names.<sup>4</sup></p>

<hr>

<p><sup>3</sup>The choice between 30 and 90 days here depends on whether the value in the reflog is reachable from the commit to which the reference itself points.  In this case, the name <code>master</code> points to commit <code>I</code>, for instance, and it's not possible to walk back from <code>I</code> to <code>G</code>, so the value in <code>master@{1}</code>, which points to <code>G</code>, is not reachable from the value on <code>master</code>.  This means the expiration is <code>gc.reflogExpireUnreachable</code>—the one that defaults to 30 days—rather than <code>gc.reflogExpire</code>, which defaults to 90 days.</p>

<p>Note that once again, we depend on the concept of <em>reachability</em> through a directed graph.  This is one of the keys to understanding Git.</p>

<p><sup>4</sup>You can use <code>git clone --mirror</code>, but that gets you a <em>bare</em> repository, and one with an inappropriate default <code>fetch</code> setting.  You can then fix those two, but if you know how to do all this, you'll probably want to use something other than <code>--mirror</code> anyway. 😀</p>

<hr>

<h3>Summary</h3>

<p>If:</p>

<ul>
<li>you haven't shared the unwanted commits with anyone (no fetches or pushes), <em>and</em></li>
<li>you remove all references to the commits, or wait 30 days, and then run <code>git gc</code></li>
</ul>

<p><em>then</em> the commit will be truly gone, absent any sort of resurrection through file-system level snapshots.  You can feed the hash ID to <code>git show</code> or <code>git rev-parse</code> to verify that it is gone.  But if the commit might have been copied anywhere else, you no longer have any control over that.</p>

<p>The safe default is to assume that if the commit was visible to anyone else for any period of time, it <em>has</em> been copied, and the secrets that were in it, are no longer secret.</p>
"
"56411567","<p>Put the application with a the required profile under configuration management (git) and ignore any (local) overriding file.</p>

<p>For example, put a file named <code>.env.dist</code> under version control, while the file <code>.env</code> is in the <code>.gitignore</code> file of the same project (in that same path):</p>

<pre><code># dot env
/.env
</code></pre>

<p>Make your utility/bot load any <code>.env.dist</code> file by default and <code>.env</code> file overriding that <code>.env.dist</code> file. This allows you to document, plan and define required environment variables while allowing a user to keep a local copy with all the production credentials (if needed).</p>

<p>Then give your bot another parameter to load a different name environment (dot env) file taking the lead. This allows you to run the bot with any different configuration.</p>

<p>If you follow the syntax of environment files as used by the <a href=""https://docs.docker.com/engine/reference/commandline/run/#set-environment-variables--e---env---env-file"" rel=""nofollow noreferrer"">Docker CLI utility</a>, you are most likely pretty inter-operable and can reach far by so w/o giving up much of your freedoms.</p>

<p>So take this as a suggestion.</p>

<p>Another one: If you would like to use diff-utilities to quickly compare between environment files, one tip I can provide is that if you create sections (as otherwise you should order the environment parameter (variable) names by name), give each section a header with (if not on top of the file) an empty line, a singe <code>#</code> comment, another comment with the section name <code># name of section</code> and another single <code>#</code> line. This gives text-base diff tools enough food to keep sections apart of each other (and apart from other single-line comments).</p>

<pre><code>#
# DISCORD API
#
DISCORD_ID
DISCORD_KEY

#
# MYSQL DATABASE
#
MYSQL_HOST
MYSQL_PASS
MYSQL_PORT
MYSQL_USER
</code></pre>

<p>(exemplary <code>.env.dist</code> file hinting required parameter while not providing any secrets)</p>

<pre><code>#
# DISCORD API
#
DISCORD_ID=42
DISCORD_KEY=aefdcd8d71d200efaefdcd8d71d200ef


#
# MYSQL DATABASE
#
MYSQL_HOST=example.com
MYSQL_PASS=root
MYSQL_PORT=34732
MYSQL_USER=root
</code></pre>

<p>(exemplary <code>.env</code> file containing secrets and excluded (do not add!) via <code>.gitinore</code> in the git project directly).</p>

<p>Add more ""dot env"" files into <code>.git/info/exclude</code> and/or if you adopt this pattern to your whole development system into your <em>global <code>.gitignore</code></em>. Read the description in the <a href=""https://git-scm.com/docs/gitignore"" rel=""nofollow noreferrer"">Git gignore Documentation</a> how the (multilevel) gitignore is used and when it does not ignore any of the files even if specified.</p>
"
"56488610","<p>Storing credentials/sensitive information in source code is a bad practice. It could be avoided by storing them in external location. Depending on requirements/security level external location could be:</p>

<ul>
<li>environment variable</li>
<li>configuration file not stored in version control</li>
<li>database</li>
<li>dedicated system like Hashicorp's Vault</li>
</ul>

<p>Regarding your other part of the question – removing already pushed credentials. First disable leaked credentials (there are bots looking for them, both from Github and malicious users).</p>

<p>When credentials are disabled you need to rewrite history. This could be done with <code>git rebase</code>. Please be informed that rewriting public history is considered a bad practice and should be avoided. I would rather disable credentials and add commits that adds modification described in first part of the answer.</p>

<p>Doing the change automatically is possible with using pre-commit hook on your side, but that is not the best idea. After that change <code>git status</code> will always show you that workspace differs from index.</p>

<p>Other option would be to use filters, but that sound like overengineering to me. With this you'll fix the problem, but not the root cause (storing credentials in plain text in source code).  </p>
"
"56589973","<p>According to this Github <a href=""https://help.github.com/en/articles/removing-sensitive-data-from-a-repository"" rel=""nofollow noreferrer"">documentation</a>, the only truly secure way to remove your keys / passwords from git is to regenerate the keys / passwords, as @max630 pointed out. </p>

<p>This is the path I have taken. </p>

<p>Regarding storing keys elsewhere, I have, for the time being, just decided to store them in S3. This might not be secure enough for you, but it works for my purposes now. </p>
"
"56825233","<p>Personally, I use <a href=""https://www.npmjs.com/package/config"" rel=""nofollow noreferrer"">config</a> for public app configuration/constants and <code>.env</code> file and <a href=""https://www.npmjs.com/package/dotenv"" rel=""nofollow noreferrer"">dotenv</a> package for secrets.</p>

<p>Then add <code>.env</code> in <code>.gitignore</code>.</p>

<p>So example project would be</p>

<pre><code>config // app configuration/constants
 - prod.json
 - dev.json
 - test.json
.env // secrets
src/
 - models
 - app.js
 ...
</code></pre>

<p>----- added -----</p>

<p>Why don't you put the config in the src dir?</p>

<p>A: Of course it's totally up to you where to put your <code>config</code> folder.
It's just a matter of preference.</p>

<p>What about staging config? </p>

<p>A: Like question#1, you can add <code>staging.json</code> under <code>config</code>.</p>

<p>If you don't provide any placeholder file for .env, how do I know which passwords should I fill in this file?</p>

<p>A: Typical <code>.env</code> file looks like below.</p>

<pre><code>API_CREDENTIAL=your api credentials
DB_PASSWORD=your db password
</code></pre>

<p>How do you lazyload the prod/dev config files to the node app?</p>

<p>A: I don't see much benefit for lazyloading small json files.
If you're asking specific how to guide for <code>config</code> and <code>dotenv</code> library,
please refer to their Github repository.(<a href=""https://github.com/lorenwest/node-config"" rel=""nofollow noreferrer"">config</a>, <a href=""https://github.com/motdotla/dotenv"" rel=""nofollow noreferrer"">dotenv</a>)</p>
"
"56830196","<p>You are correct. You should put your <code>.env</code> file in <code>.gitignore</code> and create <code>.env</code> file on server manually - either by connecting to server (SSH) and creating file or transfer file using one of secure transfer protocols (SCP, SFTP).</p>
"
"57238436","<p>One common way is to store secrets in an external vault like e.g. Azure Key Vault. There is good documentation on how to do that on Microsoft docs <a href=""https://docs.microsoft.com/en-us/aspnet/core/security/key-vault-configuration?view=aspnetcore-2.2#use-application-id-and-x509-certificate-for-non-azure-hosted-apps"" rel=""nofollow noreferrer"">here</a>. It does require come local configuration like e.g. a certificate to provide credentials to the vault.</p>

<p>It will be merged with your other configuration parameters in the order that you self chose (by calling <code>config.AddAzureKeyVault</code>).</p>

<p>To avoid setting this up for local development environment you can use local secrets (<code>dotnet user-secrets</code> command and adding it to configuration the same way). There is documenation on the same URL about that as well. Be aware that it is no secure store, it's just a file on disk in plain text in practice.</p>

<p>P.S. It is possible to something that won't involve external provider. In the previous .Net ecosystem it was called <code>web.config</code> encryption. Basically you encrypted sections of web.config and the key was stored in windows with only given accounts who had access to it. It was quite a nightmarish experience, but no external provider was used. You can do something similar to that approach, but I don't know if there is something out of the box for .net core for that.</p>
"
"57316462","<p>What I would do is:</p>

<pre><code>git checkout revision-where-the-file-was-added
git rm the-file-with-the-password
git commit --amend --no-edit # fix the revision
git cherry-pick revision-where-the-file-was-added..the-branch # replay all later revision
# if you like the result
git branch -f the-branch
git push -f origin the-branch
git checkout the-branch
</code></pre>

<p>This assumes there's a single line of revisions after the file was added. If there are merges involved in later history, you might have to need to play with options in cherry-pick.</p>
"
"57756108","<p>While it's possible to put secrets in your repository if you're using a custom solution like git-secrets or TravisCI's encrypted secrets, in general you don't want to do that, since anyone with a copy of your repository can access them.  Source code leaks more often than you might imagine, and even if it doesn't, an ordinary developer shouldn't have access to production credentials without a need to access them.</p>

<p>What you generally <em>do</em> want to do is pass your secrets into your code through the environment.  For CI, most CI systems have an encrypted, access-restricted tool that shares secrets only through the environment, and for deployment, many people use a similar tool such as Vault.  Most of these systems store credentials only in an encrypted state and use secret sharing such that it's very difficult to get credentials out of them without authorization, as well as ensure that credentials are accessible only in the proper environment: it isn't possible for developers to get access to these credentials just by having the repo.</p>

<p>And just to avoid any doubt, this isn't about trusting or not trusting people, it's about making sure that people don't accidentally leak information or do the wrong things with it (like use the production credentials when dropping a database).</p>
"
"58087631","<p>You can create another local branch that will not be tracking a remote branch and commit your sensitive files on that local branch.</p>

<pre><code>git checkout -b localOnly
git add sensitiveFile
git commit
git checkout originalBranch
git push (this pushes originalBranch but not localOnly)
</code></pre>

<p>You can also use a .gitignore file to help ensure you don't accidentally add the sensitive files to a branch that will be pushed.</p>

<p>Note that git may remove the sensitiveFile from your worktree when you switch back to originalBranch.  In this case you can get it back into your worktree:</p>

<pre><code>git checkout localOnly sensitiveFile
</code></pre>
"
